N,relError
188,0.0507684
189,0.0143999
190,0.00544118
191,0.0211969
192,0.0368722
193,0.0531253
194,0.0676563
195,0.0714713
196,0.0449617
197,0.0198211
198,0.0732259
199,0.0236074
200,0.0968854
201,0.0752233
202,0.0576634
203,0.0541012
204,0.0705613
205,0.0272548
206,0.0143456
207,0.0235036
208,0.0331027
209,0.0036524
210,0.0291553
211,0.000346824
212,0.0111589
213,0.0362399
214,0.00654638
215,0.0432148
216,0.0510628
217,0.0167208
218,0.0253777
219,0.0511607
220,0.0359824
221,0.0595809
222,0.0456428
223,0.0314732
224,0.0278879
225,0.0402088
226,0.0475759
227,0.0026861
228,0.0310658
229,0.0447156
230,0.0240849
231,3.17594e-05
232,0.0536595
233,0.0252471
234,0.0398251
235,0.011573
236,0.0141845
237,0.0533724
238,0.000217293
239,0.00706928
240,0.0773878
241,0.0160441
242,0.0988245
243,0.0298181
244,0.00546408
245,0.0332197
246,0.0133426
247,0.0535562
248,0.00744258
249,0.000516973
250,0.0826718
251,0.0528359
252,0.0238958
253,0.0263049
254,0.0272798
255,0.0748449
256,0.0397588
257,0.019581
258,0.0610375
259,0.110448
260,0.0077421
261,0.0133717
262,0.119303
263,0.00838532
264,0.0734803
265,0.0276439
266,0.0579327
267,0.0110735
268,0.06995
269,0.0470885
270,0.0170852
271,0.0301974
272,0.0126159
273,0.0723508
274,0.00127281
275,0.00218267
276,0.0456074
277,0.0246629
278,0.0184708
279,0.0795319
280,0.0388097
281,0.0182532
282,0.0681082
283,0.0154535
284,0.099373
285,0.00537253
286,0.0749714
287,0.00443631
288,0.0670685
289,0.00673806
290,0.0227763
291,0.00571552
292,0.0333923
293,0.00531488
294,0.0632581
295,0.0705812
296,0.00146636
297,0.0913067
298,0.00432606
299,0.0405039
300,0.0590353
301,0.0251044
302,0.0269684
303,0.0680359
304,0.0278168
305,0.058017
306,0.00365109
307,0.0183029
308,0.0758827
309,0.00470825
310,0.131228
311,0.0228888
312,0.0546332
313,0.00406142
314,0.0199565
315,0.0269849
316,0.0176419
317,0.00813892
318,0.0386801
319,0.0864407
320,0.117008
321,0.0280727
322,0.0329995
323,0.0581509
324,0.0634033
325,0.0508773
326,0.00120914
327,0.0155574
328,0.0475635
329,0.0513959
330,0.0420737
331,0.042245
332,0.0532403
333,0.0789302
334,0.033239
335,0.0233248
336,0.0359791
337,0.0346714
338,0.0106078
339,0.0124856
340,0.0626457
341,0.0158546
342,0.0217559
343,0.0279789
344,0.067109
345,0.0261733
346,0.0169593
347,0.0110629
348,0.0108587
349,0.0153245
350,0.0472856
351,0.0393846
352,0.055312
353,0.00257455
354,0.0397892
355,0.0181292
356,0.00377128
357,0.0482558
358,0.0288343
359,0.0172825
360,0.0159278
361,0.00815696
362,0.0492687
363,0.0045323
364,0.0115538
365,0.0373232
366,0.0361285
367,0.00533365
368,0.0235676
369,0.027427
370,0.0331357
371,0.0537237
372,7.91615e-05
373,0.00487162
374,0.0307841
375,0.0359754
376,0.0176812
377,0.0160739
378,0.0585931
379,0.0518704
380,0.0466624
381,0.0179701
382,0.0888893
383,0.0231068
384,0.0367036
385,0.0290894
386,0.0289113
387,0.0207032
388,0.0638085
389,0.00571881
390,0.00235857
391,0.0157557
392,0.00448647
393,0.025814
394,0.021538
395,0.0394224
396,0.0244977
397,0.0145728
398,0.010087
399,0.0148269
400,0.0497771
401,0.0247558
402,0.0175322
403,0.00852144
404,0.000535992
405,0.0658841
406,0.03834
407,0.0895522
408,0.0132171
409,0.0536121
410,0.0158325
411,0.000328859
412,0.0015204
413,0.0275707
414,0.0284949
415,0.10498
416,0.00254062
417,0.00527637
418,0.0244611
419,0.0113654
420,0.0197676
421,0.0100381
422,0.00340227
423,0.000751915
424,0.00133742
425,0.0224227
426,0.0055935
427,0.00388504
428,0.0135014
429,0.0178285
430,0.0193256
431,0.0314132
432,0.0209228
433,0.0377088
434,0.0469401
435,0.00423316
436,0.0504138
437,0.0221235
438,0.0267702
439,0.023265
440,0.0198995
441,0.0123604
442,0.00727859
443,0.0871353
444,0.00295163
445,0.0171302
446,0.00221188
447,0.0259559
448,0.0377108
449,0.00350387
450,0.0340435
451,0.0293828
452,0.0212423
453,0.0238396
454,0.0406791
455,0.0451288
456,0.0410408
457,0.0250883
458,0.0587649
459,0.0647852
460,0.0121079
461,0.00085584
462,0.00963137
463,0.0274558
464,0.0305012
465,0.0474028
466,0.0483128
467,0.0251531
468,0.00836652
469,0.0101692
470,0.0383806
471,0.0433927
472,0.0218016
473,0.0187206
474,0.0020274
475,0.0686228
476,0.0747073
477,0.0799566
478,0.0638785
479,0.0426115
480,0.043788
481,0.015137
482,0.0149176
483,0.0221016
484,0.024646
485,0.0610924
486,0.0177824
487,0.0217575
488,0.0152419
489,0.0409933
490,0.0106244
491,0.0417582
492,0.0285058
493,0.0354135
494,0.0700461
495,0.0469196
496,0.0215283
497,0.0502551
498,0.00564922
499,0.00412163
500,0.0167614
501,0.0100821
502,0.00336976
503,0.00593278
504,0.0188659
505,0.00739072
506,0.0521981
507,0.0355081
508,0.0479343
509,0.0220126
510,0.0175971
511,0.0164894
512,0.0059491
513,0.00781784
514,0.0317044
515,0.0235598
516,0.00353509
517,0.0565769
518,0.0480067
519,0.0123477
520,0.00725786
521,0.0828671
522,0.0289582
523,0.00731792
524,0.0381125
525,0.0440306
526,0.0383811
527,0.0033713
528,0.0214523
529,0.0121592
530,0.0264566
531,0.0036113
532,0.0136082
533,0.0264277
534,0.00653297
535,0.0431285
536,0.0543419
537,0.0432327
538,0.0347227
539,0.045055
540,0.0335339
541,0.0603653
542,0.0115711
543,0.0341122
544,0.0207672
545,0.0254759
546,0.0108835
547,0.00943002
548,0.0162582
549,0.0435746
550,0.0138392
551,0.00412204
552,0.00258966
553,0.00989898
554,0.0175303
555,0.076362
556,0.0359717
557,0.00642541
558,0.037941
559,0.0301278
560,0.056476
561,0.0255441
562,0.0468216
563,0.0123421
564,0.0111497
565,0.0126234
566,0.0204149
567,0.0225511
568,0.030006
569,0.00577832
570,0.0765219
571,0.000466294
572,0.0084771
573,0.0358436
574,0.0271206
575,0.0340947
576,0.0196093
577,0.0365596
578,0.0583203
579,0.0356869
580,0.032073
581,0.0225817
582,0.0337707
583,0.00141086
584,0.0157531
585,0.0238266
586,0.028541
587,0.0182564
588,0.00234886
589,0.00427903
590,0.0185621
591,0.0181353
592,0.0137869
593,0.00416382
594,0.0439203
595,0.0395812
596,0.003558
597,0.0560996
598,0.0249668
599,0.0151595
600,0.00613794
601,0.0103597
602,0.0255021
603,0.0122496
604,0.0120464
605,0.0418642
606,0.0276277
607,0.0284345
608,0.0201889
609,0.0178732
610,0.0222358
611,0.0166094
612,0.0130481
613,0.0299257
614,0.0237325
615,0.031192
616,0.00954485
617,0.0188288
618,0.0185837
619,0.0110724
620,0.0250433
621,0.0619652
622,0.0452109
623,0.019933
624,0.0134729
625,0.0483807
626,0.0190827
627,0.0403195
628,0.0278249
629,0.013689
630,0.0429778
631,0.0107502
632,0.00461907
633,0.00262564
634,0.0036423
635,0.0467387
636,0.0157089
637,0.0187317
638,0.0174813
639,0.00427997
640,0.00817924
641,0.00878753
642,0.0128585
643,0.0208543
644,0.00750049
645,0.0157656
646,0.0305716
647,0.0254786
648,0.0491883
649,0.0185847
650,0.0205311
651,0.0349168
652,0.0175356
653,0.0379774
654,0.0377026
655,0.00685227
656,0.0262406
657,0.044349
658,0.0364163
659,0.00588364
660,0.00641578
661,0.00678803
662,0.00767836
663,0.0280541
664,0.0168119
665,0.00692191
666,0.000768064
667,0.000914677
668,0.0522717
669,0.026293
670,0.0256153
671,0.0169445
672,0.00263762
673,0.0197092
674,0.0109142
675,0.0313872
676,0.0118554
677,0.0335482
678,0.000463262
679,0.0356143
680,0.00752763
681,0.0175065
682,0.0123625
683,0.0117509
684,0.0343623
685,0.021649
686,0.0246994
687,0.013518
688,0.00825769
689,0.0194483
690,0.0042566
691,0.000819971
692,0.0118829
693,0.00368248
694,0.00121461
695,0.00824088
696,0.0596696
697,0.00704359
698,0.0267825
699,0.0571666
700,0.0369545
701,0.00619931
702,0.0288811
703,0.0102576
704,0.0254167
705,0.0175395
706,0.0861297
707,0.0295696
708,0.0266758
709,0.0481057
710,0.00774254
711,0.0121544
712,0.033151
713,0.00556427
714,0.00601698
715,0.00890201
716,0.0311871
717,0.0329914
718,0.00982304
719,0.0094833
720,0.0420964
721,0.0179706
722,0.00847286
723,0.00546039
724,0.000568987
725,0.0388727
726,0.00367664
727,0.00143762
728,0.0576707
729,0.00733073
730,0.0116644
731,0.0261855
732,0.0115178
733,0.00702424
734,0.0206656
735,0.00286893
736,0.000324947
737,0.0100085
738,0.0136455
739,0.0398778
740,0.0243084
741,0.00960021
742,0.0143319
743,0.0120723
744,0.0444645
745,0.000815079
746,0.0110846
747,0.00766865
748,0.00387033
749,0.01031
750,0.0103339
751,0.000307652
752,0.0103905
753,0.0100555
754,0.0207008
755,0.0364389
756,0.0461518
757,0.0634632
758,0.00404536
759,0.0106051
760,0.0338918
761,0.0297828
762,0.0335115
763,0.0442211
764,0.0037574
765,0.0153212
766,0.0198385
767,0.0418633
768,0.0256646
769,0.0124286
770,0.00424812
771,0.0338256
772,0.0067386
773,0.023986
774,0.0264765
775,0.00380314
776,0.0470239
777,0.0433359
778,0.0144596
779,0.0133306
780,0.027491
781,0.0349093
782,0.00502161
783,0.0256079
784,0.0240877
785,0.00326566
786,0.0043024
787,0.00318068
788,0.00425077
789,0.0086158
790,0.0335255
791,0.016268
792,0.00397884
793,0.0416217
794,0.00262246
795,0.029011
796,0.0196352
797,0.00184875
798,0.015339
799,0.00542056
800,0.00907917
801,0.0316151
802,0.0303206
803,0.0069537
804,0.00604923
805,0.043587
806,0.00717315
807,0.0357456
808,0.00545171
809,0.0154609
810,0.00328097
811,0.0204149
812,0.00779316
813,0.00453017
814,0.0227376
815,0.0152549
816,0.0141523
817,0.0213063
818,0.0182543
819,0.00277697
820,0.00438693
821,0.0168867
822,0.0232576
823,0.0216134
824,0.0238401
825,0.0021198
826,0.00210175
827,0.0372944
828,0.0152145
829,0.0158093
830,0.0602532
831,0.0224759
832,0.0107083
833,0.00435623
834,0.012156
835,0.0296278
836,0.00573046
837,0.0489531
838,0.0270059
839,0.0230322
840,0.000298836
841,0.00704249
842,0.0331409
843,0.0279885
844,0.0293807
845,0.00125112
846,0.0131957
847,0.00919947
848,0.00846739
849,0.00312388
850,0.0072301
851,0.0345122
852,0.00635281
853,0.0137819
854,0.0101778
855,0.00959219
856,0.00362219
857,0.00143495
858,0.0223927
859,0.00828227
860,0.0331218
861,0.0328515
862,0.0132976
863,0.0119177
864,0.0412794
865,0.0411894
866,0.000512574
867,0.0153411
868,0.0103579
869,0.0237574
870,0.0277344
871,0.00392804
872,0.0011826
873,0.0112908
874,0.0125842
875,0.0190794
876,0.00917319
877,0.0250592
878,0.00920741
879,0.0275956
880,0.0210752
881,0.0114816
882,0.0233733
883,0.0575094
884,0.0276288
885,0.00733575
886,0.0374117
887,0.01345
888,0.0327287
889,0.0286998
890,0.00384757
891,0.00108261
892,0.0032638
893,0.0409898
894,0.000513343
895,0.00986842
896,0.013902
897,0.0112363
898,0.00358966
899,0.018558
900,0.0116892
901,0.0364539
902,0.013659
903,0.022397
904,0.00179443
905,0.0279763
906,0.0045178
907,0.00382878
908,0.0156977
909,0.0116228
910,0.00828366
911,0.0206043
912,0.018994
913,0.000611441
914,0.015942
915,0.0333884
916,0.0239208
917,0.0114745
918,0.00110728
919,0.0422091
920,0.0232957
921,0.013184
922,0.0095499
923,0.0204844
924,0.000808818
925,0.00548577
926,0.0134783
927,0.0119791
928,0.00296138
929,0.01282
930,0.0251677
931,0.0262739
932,0.000388479
933,0.0230994
934,0.00354061
935,0.0192619
936,0.019477
937,0.0374911
938,0.0206707
939,0.0495214
940,0.0403319
941,0.0201654
942,0.00170055
943,0.0271568
944,0.0165971
945,0.00629992
946,0.0342943
947,0.00590288
948,0.00727217
949,0.0184935
950,0.0485683
951,0.0119536
952,0.0356667
953,0.0220724
954,0.0114451
955,0.0152805
956,0.0109578
957,0.0395601
958,0.0272993
959,0.0139751
960,0.0253923
961,0.0255409
962,0.0201494
963,0.0445279
964,0.0274889
965,0.0440097
966,0.00796178
967,0.00803721
968,0.0318462
969,0.033491
970,0.00709718
971,0.0351091
972,0.0243941
973,0.0113089
974,0.0141652
975,0.00174176
976,0.0210646
977,0.0185916
978,0.0181018
979,0.00338468
980,0.0469947
981,0.0236487
982,0.0197951
983,0.0230846
984,0.0094659
985,0.0176681
986,0.012365
987,0.0214237
988,0.00302521
989,0.0227331
990,0.0140081
991,0.0255034
992,0.0286012
993,0.0146241
994,0.00430629
995,0.0275428
996,0.0163938
997,0.0197405
998,0.0208918
999,0.0350287
1000,0.00323171
1001,0.0575155
1002,0.0256436
1003,0.0203055
1004,0.00296623
1005,0.0104
1006,0.00764545
1007,0.0126322
1008,0.0175474
1009,0.0140346
1010,0.001286
1011,0.0158579
1012,0.0150139
1013,0.0252311
1014,0.00846046
1015,0.00394222
1016,0.0192354
1017,0.00443995
1018,0.0144779
1019,0.00809557
1020,0.0204177
1021,0.0235844
1022,0.0240922
1023,0.0268274
1024,0.000215386
1025,0.0312701
1026,0.0302951
1027,0.000613821
1028,0.0421524
1029,0.00481595
1030,0.00749057
1031,0.00746901
1032,0.0133647
1033,0.0127865
1034,0.0117453
1035,0.00237787
1036,0.000541328
1037,0.0167183
1038,0.00903371
1039,0.0253005
1040,0.00067469
1041,0.0489311
1042,0.00827231
1043,0.0269453
1044,0.0133387
1045,0.0174266
1046,0.0141476
1047,0.00418365
1048,0.0261566
1049,0.0096942
1050,0.00383636
1051,0.00552641
1052,0.00889039
1053,0.00913087
1054,0.00966478
1055,0.0284409
1056,0.0171446
1057,0.019232
1058,0.0028689
1059,0.00753529
1060,0.053427
1061,0.0309116
1062,0.0286702
1063,0.00839125
1064,0.0164333
1065,0.0296153
1066,0.0324211
1067,0.00838474
1068,0.0118436
1069,0.0119255
1070,0.0196347
1071,0.00489988
1072,0.00106734
1073,0.0140902
1074,0.0422572
1075,0.0340177
1076,0.0334721
1077,0.00343655
1078,0.0328925
1079,0.0338739
1080,0.0122082
1081,0.015751
1082,0.0248314
1083,0.0378537
1084,0.0170182
1085,0.0114093
1086,0.0121712
1087,0.0273735
1088,0.00740221
1089,0.00733409
1090,0.0171319
1091,0.00826643
1092,0.0507111
1093,0.015446
1094,0.00385434
1095,0.0123003
1096,0.00525903
1097,0.00374599
1098,0.0053325
1099,0.0219174
1100,0.00611126
1101,0.020881
1102,0.00349007
1103,0.0011622
1104,0.0131118
1105,0.0190588
1106,0.0642203
1107,0.0287283
1108,0.0108215
1109,0.0216124
1110,0.0179924
1111,0.0134506
1112,0.0123187
1113,0.0139155
1114,0.0348031
1115,0.00555667
1116,0.0056105
1117,0.0398138
1118,0.0247827
1119,0.025448
1120,0.00385945
1121,0.0056351
1122,0.00128689
1123,0.00302895
1124,0.0107805
1125,0.0186151
1126,0.000222282
1127,0.0147271
1128,0.0155255
1129,0.0349927
1130,0.0201719
1131,0.0145677
1132,0.00627569
1133,0.0142031
1134,0.0381402
1135,0.00362271
1136,0.00260762
1137,0.011779
1138,0.00501231
1139,0.0158327
1140,0.00251562
1141,0.0198305
1142,0.0205598
1143,0.0218817
1144,0.0257613
1145,0.0141641
1146,0.0192654
1147,0.0244288
1148,0.000398243
1149,0.0258296
1150,0.0131559
1151,0.0180475
1152,0.00432006
1153,0.0301162
1154,0.00368525
1155,0.0166884
1156,0.0025141
1157,0.0230509
1158,0.0339845
1159,0.0331626
1160,0.00554531
1161,0.00227316
1162,0.00603398
1163,0.00385045
1164,0.00103062
1165,0.0107743
1166,0.0201536
1167,0.00829177
1168,0.00852185
1169,0.0219802
1170,0.0337914
1171,0.0326843
1172,0.0254634
1173,0.00668068
1174,0.0487341
1175,0.00278979
1176,0.00672613
1177,0.0418601
1178,0.0136246
1179,0.00308606
1180,0.0161281
1181,0.0178022
1182,0.00216595
1183,0.00350348
1184,0.0160068
1185,0.0004866
1186,0.0253034
1187,0.0129986
1188,0.0128691
1189,0.0214662
1190,0.0473545
1191,0.0431294
1192,0.00221534
1193,0.0172323
1194,0.0310758
1195,0.00976709
1196,0.0114098
1197,0.0383759
1198,0.0203083
1199,0.0238511
1200,0.00963945
1201,0.0110317
1202,0.00818616
1203,0.00308845
1204,0.0115546
1205,0.00887855
1206,0.0241335
1207,0.00842254
1208,0.0510214
1209,0.00192477
1210,0.0117649
1211,0.0253074
1212,0.0124277
1213,0.0141266
1214,0.00475484
1215,0.0160213
1216,0.00287797
1217,0.0188535
1218,0.0115471
1219,0.0202329
1220,0.0144442
1221,0.00856358
1222,0.0183295
1223,0.0188279
1224,0.0377957
1225,0.0439674
1226,0.0365559
1227,0.00343182
1228,0.00750358
1229,0.0119946
1230,0.0167943
1231,0.00602316
1232,0.0283831
1233,0.0484835
1234,0.0288864
1235,0.0162079
1236,0.0120374
1237,0.0363749
1238,0.0144504
1239,0.0229645
1240,0.00642999
1241,0.00817497
1242,0.0363531
1243,0.00831138
1244,0.0103166
1245,0.0157882
1246,0.0232389
1247,0.00381719
1248,0.00207229
1249,0.0368114
1250,0.00736123
1251,0.0028259
1252,0.0183202
1253,0.0182945
1254,0.0218769
1255,0.00810895
1256,0.00112064
1257,0.0205992
1258,0.0264997
1259,0.013035
1260,0.0189468
1261,0.0335681
1262,0.0169461
1263,0.0443354
1264,0.0131801
1265,0.00366784
1266,0.00835375
1267,0.023615
1268,0.0285546
1269,0.019682
1270,0.0173516
1271,0.0215542
1272,0.0149482
1273,0.0178826
1274,0.0088154
1275,0.0092564
1276,0.00691294
1277,0.0159355
1278,0.000514163
1279,0.0354546
1280,0.00621332
1281,0.0118797
1282,0.00844726
1283,0.000193936
1284,0.01152
1285,0.0159451
1286,0.00989404
1287,0.0367738
1288,0.0105695
1289,0.00440676
1290,0.030695
1291,0.00460858
1292,0.000737563
1293,0.00185313
1294,0.00689769
1295,0.0093894
1296,0.0164628
1297,0.0142286
1298,0.036169
1299,0.00979849
1300,0.00308147
1301,0.0213526
1302,0.0182225
1303,0.0103681
1304,0.00881974
1305,0.0112137
1306,0.00689177
1307,0.0243504
1308,0.0124716
1309,0.0072914
1310,0.0387553
1311,0.00535141
1312,0.0063576
1313,0.0178952
1314,0.00625584
1315,0.000135951
1316,0.0610441
1317,0.00817796
1318,0.0109142
1319,0.0124692
1320,0.0169536
1321,0.0108525
1322,0.000758749
1323,0.0156299
1324,0.015588
1325,0.0157698
1326,0.0323623
1327,0.00892927
1328,0.00844287
1329,0.0032942
1330,0.0249631
1331,0.0167511
1332,0.00896101
1333,0.00916988
1334,0.000321955
1335,0.00838685
1336,0.0234704
1337,0.0200538
1338,0.0179952
1339,0.0306422
1340,0.0344867
1341,0.00104624
1342,0.00615398
1343,0.0160672
1344,0.0255454
1345,0.0401683
1346,0.038818
1347,0.00541665
1348,0.00983316
1349,0.0151574
1350,4.73428e-05
1351,0.0198531
1352,0.0016402
1353,0.00810203
1354,0.0304331
1355,0.0423554
1356,0.0166372
1357,0.017921
1358,0.0314447
1359,0.0087573
1360,0.0208484
1361,0.0285052
1362,0.00661691
1363,0.0216326
1364,0.00475657
1365,0.00556258
1366,0.0175847
1367,0.0444572
1368,0.000959602
1369,0.0368461
1370,0.0229656
1371,0.00883501
1372,0.0439791
1373,0.00469757
1374,0.0265305
1375,0.0148268
1376,0.00748886
1377,0.00624367
1378,0.0083811
1379,0.00163233
1380,0.00816492
1381,0.0336253
1382,0.0108907
1383,0.0268727
1384,0.00804731
1385,0.0148666
1386,0.0230847
1387,0.0226174
1388,0.00817842
1389,0.0134836
1390,0.018047
1391,0.027621
1392,0.0305015
1393,0.00117818
1394,0.00584157
1395,0.00294174
1396,0.0011899
1397,0.000548729
1398,0.00672346
1399,0.0102259
1400,0.0212543
1401,0.0276562
1402,0.00657995
1403,0.0382625
1404,0.000303251
1405,0.00543709
1406,0.000713134
1407,0.0101325
1408,0.00470995
1409,0.00631291
1410,0.000956424
1411,0.0217465
1412,0.00591188
1413,0.00358482
1414,0.0242781
1415,0.00335778
1416,0.00249549
1417,0.00367506
1418,0.000275057
1419,0.0025226
1420,0.00616518
1421,0.00424307
1422,0.0113311
1423,0.00879177
1424,0.0173889
1425,0.0214314
1426,0.0138036
1427,0.00223707
1428,0.0126009
1429,0.0210339
1430,0.0147222
1431,0.00780694
1432,0.00682108
1433,0.0122261
1434,0.0356134
1435,0.0164661
1436,0.00254266
1437,0.0214259
1438,0.00558495
1439,0.0183525
1440,0.00626085
1441,0.0148751
1442,0.016087
1443,0.00341788
1444,0.0170281
1445,0.038882
1446,0.0122002
1447,0.00295283
1448,0.0480431
1449,0.0090504
1450,0.0156706
1451,0.00657594
1452,0.0303149
1453,0.00186379
1454,0.0171652
1455,0.0215707
1456,0.0134757
1457,0.0121988
1458,0.0117885
1459,0.00471887
1460,0.01824
1461,0.019167
1462,0.0085384
1463,0.0198196
1464,0.00132032
1465,0.00360076
1466,0.0117106
1467,0.0184799
1468,0.00879522
1469,0.0284273
1470,0.00011935
1471,0.0321656
1472,0.000546333
1473,0.0142764
1474,0.00991914
1475,0.0161981
1476,0.031252
1477,0.0410377
1478,0.0109755
1479,0.0402967
1480,0.032642
1481,0.00578763
1482,0.0194452
1483,0.0277925
1484,0.0161333
1485,0.00719924
1486,0.020496
1487,0.0137957
1488,0.0128811
1489,0.0129453
1490,0.0193963
1491,0.011191
1492,0.00297067
1493,0.00210527
1494,0.0181809
1495,0.0086417
1496,0.0244315
1497,0.0203887
1498,0.0208363
1499,0.00084964
1500,0.0019112
1501,0.00576396
1502,0.00323047
1503,0.0189568
1504,0.0151658
1505,0.00830468
1506,0.0126851
1507,0.00896303
1508,0.00695411
1509,0.0129671
1510,0.0219383
1511,0.0139703
1512,0.0198109
1513,0.00449995
1514,0.00709936
1515,0.0233248
1516,0.0207966
1517,0.00612211
1518,0.0114712
1519,0.0159046
1520,0.00378623
1521,0.0289498
1522,0.060394
1523,0.0116468
1524,0.0046642
1525,0.00499338
1526,0.0179743
1527,0.0279912
1528,0.0337858
1529,0.00119505
1530,0.0270092
1531,0.0116459
1532,0.0239981
1533,0.0280155
1534,0.0195709
1535,0.000463631
1536,0.00600692
1537,0.0179139
1538,0.0229224
1539,0.0246861
1540,0.0222745
1541,0.039191
1542,0.00391501
1543,0.00516147
1544,0.0130209
1545,0.0166988
1546,0.0166855
1547,0.0210461
1548,0.00711177
1549,0.00275978
1550,0.00516309
1551,0.0136177
1552,0.00675604
1553,0.0204488
1554,0.0208524
1555,0.0182085
1556,0.000155301
1557,0.0172006
1558,0.00944108
1559,0.00588934
1560,0.00799471
1561,0.0420429
1562,0.00430743
1563,0.0182548
1564,0.0458618
1565,0.0405555
1566,0.014636
1567,0.0070499
1568,0.0084125
1569,0.000132888
1570,0.0127437
1571,0.00442217
1572,0.0109315
1573,0.0380655
1574,0.0289496
1575,0.00732775
1576,0.0238982
1577,0.00632432
1578,0.0166014
1579,0.0228941
1580,0.0181234
1581,0.00536131
1582,0.00507481
1583,0.0264548
1584,0.0322746
1585,0.00473089
1586,0.00615361
1587,0.019386
1588,0.0330662
1589,0.0233673
1590,0.0177518
1591,0.00760326
1592,0.00614238
1593,0.0202058
1594,0.00824633
1595,0.00428635
1596,0.00361089
1597,0.0249967
1598,0.00178561
1599,0.00477949
1600,0.0256839
1601,0.0349441
1602,0.000315684
1603,0.00566971
1604,0.00609981
1605,0.00794498
1606,0.00245076
1607,0.0203936
1608,0.00992406
1609,0.00613102
1610,0.0225013
1611,0.000679711
1612,0.0168118
1613,0.017574
1614,0.0126936
1615,0.0193002
1616,0.000107395
1617,0.00370395
1618,0.00646382
1619,0.0148589
1620,0.0362891
1621,0.018936
1622,0.00383305
1623,0.0249284
1624,0.0318633
1625,0.00235478
1626,0.0136772
1627,0.0139968
1628,0.0069771
1629,0.0153006
1630,0.00877509
1631,0.00188718
1632,0.0241968
1633,0.0553648
1634,0.0213386
1635,0.00775206
1636,0.0170485
1637,0.0222577
1638,0.00912592
1639,0.0133517
1640,0.0171256
1641,0.0140239
1642,0.0135755
1643,0.00287055
1644,0.0173938
1645,0.00921217
1646,0.0275879
1647,0.0122476
1648,0.0029993
1649,0.044825
1650,0.00674274
1651,0.0187131
1652,0.00486517
1653,0.00188707
1654,0.00265998
1655,0.0271305
1656,0.0129564
1657,0.0149682
1658,0.00986008
1659,0.00995385
1660,0.0228786
1661,0.00318443
1662,0.0191461
1663,0.0114109
1664,0.0118611
1665,0.000804692
1666,0.0208884
1667,0.0104791
1668,0.00551544
1669,0.0294452
1670,0.0428501
1671,0.0301114
1672,0.000745356
1673,0.0391407
1674,0.00248561
1675,0.0282194
1676,0.0384082
1677,0.0100837
1678,0.0286624
1679,0.0344764
1680,0.0216055
1681,0.0375736
